item_id,category,repo,file,composable,evidence,snippet,verdict,notes
pilot-0258,text_truncation_scaling,bernaferrari__SDKMonitor,bernaferrari__SDKMonitor/shared/src/commonMain/kotlin/com/bernaferrari/sdkmonitor/ui/details/components/VersionCard.kt,VersionTimelineEntry,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
fun VersionTimelineEntry(
    modifier: Modifier = Modifier,
    versionInfo: AppVersion,
    isLatest: Boolean = false,
    isLast: Boolean = false,
) {
    val apiColor = versionInfo.sdkVersion.apiToComposeColor()
    val railColor = MaterialTheme.colorScheme.outlineVariant.copy(alpha = 0.72f)
    val cardShape = versionHistoryItemShape(isFirst = isLatest, isLast = isLast)
    val s = sdkStrings()

    Row(
        modifier = modifier.fillMaxWidth().height(IntrinsicSize.Min),
        verticalAlignment = Alignment.Top,",,
pilot-0293,touch_target_size,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/channels/LiveShoppingChannels.kt,LiveShoppingChannels,size(32.dp) on interactive element,"
@Composable
fun LiveShoppingChannels(
  channelListViewModel: ChannelListViewModel
) {
  val navigator = currentComposeNavigator
  val channels = channelListViewModel.channelsState.channelItems
  val isLoading = channelListViewModel.channelsState.isLoading
  val orientation = LocalConfiguration.current.orientation
  val scope = rememberCoroutineScope()

  LaunchedEffect(key1 = channels, key2 = isLoading) {
    if (!isLoading && channels.isEmpty()) {
      ChatClient.instance().createMockChannels()
    }
  }",,
pilot-0251,text_truncation_scaling,chvp__NanoLedger,chvp__NanoLedger/app/src/main/java/be/chvp/nanoledger/ui/common/TransactionFormComponents.kt,CodeField,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
fun CodeField(
    viewModel: TransactionFormViewModel,
    modifier: Modifier = Modifier,
) {
    val code by viewModel.code.observeAsState()
    if (code != null) {
        OutlinedTextField(
            (code ?: """"),
            { viewModel.setCode(it) },
            modifier,
            label = { Text(stringResource(R.string.code), maxLines = 1, overflow = TextOverflow.Ellipsis) },
        )
    }
}",,
pilot-0162,missing_semantics_role,bernaferrari__SDKMonitor,bernaferrari__SDKMonitor/shared/src/commonMain/kotlin/com/bernaferrari/sdkmonitor/ui/settings/components/ThemeModeToggle.kt,ThemeColorItem,.clickable without Role,"
@Composable
private fun ThemeColorItem(
    palette: ThemePalette,
    isSelected: Boolean,
    onClick: () -> Unit,
) {
    val haptics = LocalHapticFeedback.current
    val interactionSource = remember { MutableInteractionSource() }
    val displayColor =
        if (palette == ThemePalette.DYNAMIC) {
            MaterialTheme.colorScheme.primary
        } else {
            Color(requireNotNull(palette.seedArgb))
        }
    val swatchBrush =",,
pilot-0112,missing_heading_semantics,Pool-Of-Tears__Myne,Pool-Of-Tears__Myne/app/src/main/java/com/starry/myne/ui/screens/library/composables/LibraryScreen.kt,LibraryCard,headlineMedium text without heading(),"
@Composable
private fun LibraryCard(
    title: String,
    author: String,
    fileSize: String,
    date: String,
    isExternalBook: Boolean,
    onReadClick: () -> Unit,
    onDeleteClick: () -> Unit
) {
    Card(
        modifier = Modifier.fillMaxWidth(), colors = CardDefaults.cardColors(
            containerColor = MaterialTheme.colorScheme.surfaceColorAtElevation(4.dp)
        ), shape = RoundedCornerShape(0.dp)
    ) {",,
pilot-0285,touch_target_size,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/wear/src/main/java/com/blazecode/tsviewer/wear/screens/ServiceOff.kt,MainLayout,size(2.dp) on interactive element,"
@Composable
private fun MainLayout(viewModel: ServiceOffViewModel){
    val uiState = viewModel.uiState.collectAsState()

    val context = LocalContext.current
    val scrollState = rememberScalingLazyListState()
    val scope = rememberCoroutineScope()
    val focusRequester = remember { FocusRequester() }
    LaunchedEffect(Unit) {
        focusRequester.requestFocus()
    }

    ScalingLazyColumn (modifier = Modifier
        .onPreRotaryScrollEvent {
            scope.launch {",,
pilot-0195,missing_state_description,gininaba__AIPOSPasswordManager,gininaba__AIPOSPasswordManager/app/src/main/java/com/aipos/aipospm/ui/screens/PasswordGeneratorScreen.kt,ToggleRow,Switch without stateDescription,"
@Composable
private fun ToggleRow(
    label: String,
    checked: Boolean,
    onCheckedChange: (Boolean) -> Unit
) {
    Row(
        modifier = Modifier
            .fillMaxWidth()
            .padding(vertical = 4.dp),
        horizontalArrangement = Arrangement.SpaceBetween,
        verticalAlignment = Alignment.CenterVertically
    ) {
        Text(
            text = label,",,
pilot-0175,missing_semantics_role,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/MainActivity.kt,AppDrawer,.clickable without Role,"
@Composable
private fun AppDrawer(
    favorites: List<SavedLocation>,
    activeId: String?,
    navConfig: List<com.crome.forecastpoint.data.DrawerNavConfigItem>,
    onNavOrderChange: (List<String>) -> Unit,
    onForecast: () -> Unit,
    onCurrentLocation: () -> Unit,
    onAddCity: () -> Unit,
    onMap: () -> Unit,
    onSun: () -> Unit,
    onMoon: () -> Unit,
    onSpaceWeather: () -> Unit,
    onEarthquakes: () -> Unit,
    onStorms: () -> Unit,",,
pilot-0108,missing_heading_semantics,chvp__NanoLedger,chvp__NanoLedger/app/src/main/java/be/chvp/nanoledger/ui/preferences/PreferencesActivity.kt,SettingDialog,titleLarge text without heading(),"
@Composable
fun SettingDialog(
    opened: Boolean,
    title: String,
    canSave: Boolean,
    save: (() -> Unit),
    dismiss: (() -> Unit),
    content: @Composable () -> Unit,
) {
    if (opened) {
        AlertDialog(
            onDismissRequest = dismiss,
            title = { Text(title, style = MaterialTheme.typography.titleLarge) },
            text = content,
            dismissButton = {",,
pilot-0120,missing_heading_semantics,michaelbel__movies,michaelbel__movies/feature-web/details/src/commonMain/kotlin/org/michaelbel/movies/detailsweb/DetailsWebScreen.kt,DetailsContent,headlineSmall text without heading(),"
@Composable
private fun DetailsContent(
    movie: MoviePojo,
    modifier: Modifier = Modifier,
    placeholder: Boolean = false,
    onBackClick: () -> Unit
) {
    BoxWithConstraints(
        modifier = modifier
    ) {
        val isHorizontal = maxWidth >= maxHeight
        val imageData = when {
            placeholder -> null
            isHorizontal && movie.backdropPath.isNotBlank() -> movie.backdropPath.formatBackdropImage
            !isHorizontal && movie.posterPath.isNotBlank() -> movie.posterPath.formatPosterImage",,
pilot-0045,decorative_mislabeled,UmairKhalid786__ComposeTv,UmairKhalid786__ComposeTv/app/src/main/java/com/techlads/composetv/features/details/ProductDetailsScreen.kt,UserRatingsSection,"decorative with description ""Rating""","
@Composable
private fun UserRatingsSection(modifier: Modifier = Modifier, details: Details) {
    Column(modifier) {
        Text(
            modifier = Modifier.padding(bottom = 16.dp, start = 72.dp),
            text = stringResource(R.string.user_ratings),
            style = MaterialTheme.typography.headlineSmall,
            textAlign = TextAlign.Center
        )

        var gridWidth by remember { mutableStateOf(0) }
        val cardCount = 3
        val spacing = 16.dp
        val horizontalPadding = 72.dp
        val density = LocalDensity.current",,
pilot-0205,pointerinput_no_semantics,ArcaDone__AwesomeUI,ArcaDone__AwesomeUI/sharedUI/src/commonMain/kotlin/com/arcadone/awesomeui/components/chart/RadarChart.kt,RadarChartMultiCanvas,detectTapGestures without semantics/Role,"
@Composable
private fun RadarChartMultiCanvas(
    axisLabels: List<RadarAxisLabel>,
    series: List<RadarSeries>,
    style: RadarChartStyle,
    selectedSeriesIndex: Int?,
    selectedPointIndex: Int?,
    onPointTap: (Int, Int) -> Unit,
) {
    val axisCount = axisLabels.size
    val angleStep = 2 * PI / axisCount
    val density = LocalDensity.current
    val hitRadiusPx = with(density) { style.hitRadius.toPx() }
    val chartSizePx = with(density) { style.chartSize.toPx() }
",,
pilot-0273,textfield_no_label,Dking08__croc-app,Dking08__croc-app/app/src/main/java/com/dking/crocapp/ui/send/SendScreen.kt,StoreConfigurationCard,OutlinedTextField with placeholder but no label,"
@Composable
private fun StoreConfigurationCard(
    expiration: String,
    downloads: Int,
    enabled: Boolean,
    onExpirationChange: (String) -> Unit,
    onDownloadsChange: (Int) -> Unit
) {
    val presetExpirations = listOf(""30m"", ""1h"", ""1d"", ""1w"")
    val presetDownloads = listOf(1, 2, 5, 10)

    var isCustomExpiration by remember(expiration) {
        mutableStateOf(expiration !in presetExpirations)
    }
    var customExpirationInput by remember(expiration) {",,
pilot-0214,pointerinput_no_semantics,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/SquigglyProgressBar.kt,SquigglyProgressBar,detectTapGestures without semantics/Role,"
@Composable
fun SquigglyProgressBar(
    progress: Float,
    duration: Long,
    isPlaying: Boolean,
    onSeek: (Long) -> Unit,
    onSeekStart: () -> Unit,
    onSeekEnd: () -> Unit,
    color: Color,
    modifier: Modifier,
) {
    val density = LocalDensity.current
    val waveLengthPx = with(density) { WAVE_LENGTH.toPx() }
    val lineAmplitudePx = with(density) { LINE_AMPLITUDE.toPx() }
    val phaseSpeedPx = with(density) { PHASE_SPEED.toPx() }",,
pilot-0222,progress_no_semantics,nikbulavin__flick,nikbulavin__flick/core/ui/src/main/kotlin/ru/resodostudio/flick/core/ui/UiState.kt,LoadingState,CircularProgressIndicator without progressSemantics,"
@Composable
fun LoadingState() {
    Box(
        modifier = Modifier.fillMaxSize(),
        contentAlignment = Alignment.Center
    ) {
        CircularProgressIndicator()
    }
}

@Composable
fun EmptyState(message: String?, animationId: Int) {

    val lottieComposition by rememberLottieComposition(LottieCompositionSpec.RawRes(animationId))
    val progress by animateLottieCompositionAsState(",,
pilot-0250,text_truncation_scaling,IacobIonut01__ReFra,IacobIonut01__ReFra/app/src/main/kotlin/com/dot/gallery/cloud/ui/backup/CloudBackupDashboardScreen.kt,HealthBarLegend,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
private fun HealthBarLegend(
    accounts: List<AccountBackupStatus>,
    colorByConfig: Map<Long, Color>
) {
    Column(
        modifier = Modifier.fillMaxWidth(),
        verticalArrangement = Arrangement.spacedBy(6.dp)
    ) {
        accounts.forEach { account ->
            Row(verticalAlignment = Alignment.CenterVertically) {
                Box(
                    modifier = Modifier
                        .size(10.dp)
                        .clip(CircleShape)",,
pilot-0021,color_contrast,modelorona__TapLock,modelorona__TapLock/app/src/main/java/com/ah/taplock/SettingsComponents.kt,DoubleTapTestArea,3 hardcoded Color literals with Text,"
@Composable
fun DoubleTapTestArea(timeoutMs: Int) {
    val detector = remember { DoubleTapDetector() }
    var showSuccess by remember { mutableStateOf(false) }
    val borderColor = if (showSuccess) Color(0xFF4CAF50) else MaterialTheme.colorScheme.outline

    LaunchedEffect(showSuccess) {
        if (showSuccess) {
            delay(1000)
            showSuccess = false
        }
    }

    Box(
        modifier = Modifier",,
pilot-0059,decorative_mislabeled,kursatkumsuz__crypto-portfolio-jetpack-compose,kursatkumsuz__crypto-portfolio-jetpack-compose/feature/market/src/main/java/com/kursatkumsuz/market/component/RowListView.kt,ExpandedSection,"decorative with description ""next icon""","
@Composable
fun ExpandedSection(coin: CoinItem, navController: NavHostController) {
    Column(
        modifier = Modifier.fillMaxWidth(),
        horizontalAlignment = Alignment.CenterHorizontally
    ) {
        Text(
            text = ""$${FormatCoinPrice.formatPrice(coin.quote.USD.price)}"",
            color = Color.White,
            fontSize = 20.sp,
            fontWeight = FontWeight.Bold,
        )
        IconButton(
            onClick = {
                navController.navigate(",,
pilot-0203,pointerinput_no_semantics,DaKlok__BibleLockScreen,DaKlok__BibleLockScreen/app/src/main/java/com/daklok/biblelockscreen/ColorPickerDialog.kt,ColorPickerDialog,detectTapGestures without semantics/Role,"
@Composable
fun ColorPickerDialog(
    initialColor: Color = Color.White,
    strings: AppStrings,
    onDismiss: () -> Unit,
    onColorSelected: (Color) -> Unit
) {
    val (initH, initS, initV) = colorToHsv(initialColor)

    var hueState   by remember { mutableStateOf(initH) }
    var satState   by remember { mutableStateOf(initS) }
    var valueState by remember { mutableStateOf(initV) }

    val currentColor by remember(hueState, satState, valueState) {
        derivedStateOf { hsvToColor(hueState, satState, valueState) }",,
pilot-0166,missing_semantics_role,FreezeYou__FreezeYou,FreezeYou__FreezeYou/app/src/main/java/cf/playhi/freezeyou/ui/AboutActivity.kt,AboutScreen,.clickable without Role,"
    @Composable
    private fun AboutScreen() {
        val entries = listOf(
            stringResource(R.string.hToUse),
            stringResource(R.string.faq),
            stringResource(R.string.helpTranslate),
            stringResource(R.string.thanksList),
            stringResource(R.string.visitWebsite),
            stringResource(R.string.contactUs),
            stringResource(R.string.update),
            stringResource(R.string.thirdPartyOpenSourceLicenses),
            ""V${VersionUtils.getVersionName(applicationContext)}"" +
                ""(${VersionUtils.getVersionCode(applicationContext)})""
        )
        Column(Modifier.fillMaxSize().padding(5.dp)) {",,
pilot-0084,missing_content_description,NicosNicolaou16__Pokedex_Compose,NicosNicolaou16__Pokedex_Compose/app/src/main/java/com/nicos/pokedex_compose/presentation/generic_compose_views/Toolbar.kt,CustomToolbar,contentDescription = null,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun CustomToolbar(title: Int, backButton: (() -> Unit)? = null) {
    CenterAlignedTopAppBar(
        title = {
            Text(
                stringResource(title),
                style = TextStyle(
                    color = Color.White,
                    fontWeight = FontWeight.Bold,
                    fontSize = 21.sp
                )
            )
        },
        navigationIcon = {
            if (backButton != null)",,
